"customerkey","geographykey","customername","geographykey-2","city","state","countryregioncode","country","postalcode"
21961,24,"Chelsea Garcia",24,"Hawthorne","Queensland","AU","Australia","4171"
21962,36,"Kristi M Smith",36,"Melton","Victoria","AU","Australia","3337"
21963,9,"Jacquelyn Serrano",9,"Milsons Point","New South Wales","AU","Australia","2061"
21964,21,"Devon C Nara",21,"Caloundra","Queensland","AU","Australia","4551"
21965,37,"Bethany L Raheem",37,"Seaford","Victoria","AU","Australia","3198"
21966,38,"Ross A Sai",38,"South Melbourne","Victoria","AU","Australia","3205"
21967,19,"Charles E Sanders",19,"Wollongong","New South Wales","AU","Australia","2500"
21968,29,"Jaime R Deng",29,"Findon","South Australia","AU","Australia","5023"
21969,7,"Latoya H Deng",7,"Malabar","New South Wales","AU","Australia","2036"
21970,40,"Jada Rivera",40,"Warrnambool","Victoria","AU","Australia","3280"
21971,23,"Warren Shan",23,"Gold Coast","Queensland","AU","Australia","4217"
21972,2,"Mandy K She",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
21973,28,"Janet R Vazquez",28,"Cloverdale","South Australia","AU","Australia","6105"
21974,36,"Whitney J Suri",36,"Melton","Victoria","AU","Australia","3337"
21975,30,"Alfredo Ruiz",30,"Perth","South Australia","AU","Australia","6006"
21976,18,"Jacqueline Torres",18,"Sydney","New South Wales","AU","Australia","1002"
21977,17,"Phillip J Malhotra",17,"St. Leonards","New South Wales","AU","Australia","2065"
21978,15,"Tracy E Deng",15,"Silverwater","New South Wales","AU","Australia","2264"
21979,31,"Philip M Gutierrez",31,"Hobart","Tasmania","AU","Australia","7001"
21980,22,"Beth Moreno",22,"East Brisbane","Queensland","AU","Australia","4169"
21981,20,"Isabella L Henderson",20,"Brisbane","Queensland","AU","Australia","4000"
21982,32,"Deborah T Lal",32,"Bendigo","Victoria","AU","Australia","3550"
21983,28,"Glenn Liang",28,"Cloverdale","South Australia","AU","Australia","6105"
21984,5,"Kristy Suarez",5,"Lane Cove","New South Wales","AU","Australia","1597"
21985,14,"Eddie L Torres",14,"Rhodes","New South Wales","AU","Australia","2138"
21986,29,"Kristi l Chapman",29,"Findon","South Australia","AU","Australia","5023"
21987,22,"Theodore F Dominguez",22,"East Brisbane","Queensland","AU","Australia","4169"
21988,13,"Alisha M Zhao",13,"Port Macquarie","New South Wales","AU","Australia","2444"
21989,14,"Erik H Jimenez",14,"Rhodes","New South Wales","AU","Australia","2138"
21990,26,"Alejandro R Rai",26,"Rockhampton","Queensland","AU","Australia","4700"
21991,37,"Teresa Gill",37,"Seaford","Victoria","AU","Australia","3198"
21992,40,"Alejandro P Zhang",40,"Warrnambool","Victoria","AU","Australia","3280"
21993,32,"Craig M Sanz",32,"Bendigo","Victoria","AU","Australia","3550"
21994,37,"Natasha Ruiz",37,"Seaford","Victoria","AU","Australia","3198"
21995,13,"Kathryn C Raji",13,"Port Macquarie","New South Wales","AU","Australia","2444"
21996,22,"Amy Gao",22,"East Brisbane","Queensland","AU","Australia","4169"
21997,40,"Dennis Xu",40,"Warrnambool","Victoria","AU","Australia","3280"
21998,22,"Erik C Hernandez",22,"East Brisbane","Queensland","AU","Australia","4169"
21999,34,"Julia R Barnes",34,"Geelong","Victoria","AU","Australia","3220"
22000,25,"Cynthia Chandra",25,"Hervey Bay","Queensland","AU","Australia","4655"
22001,31,"Gregory J Chander",31,"Hobart","Tasmania","AU","Australia","7001"
22002,7,"Kristen L Chen",7,"Malabar","New South Wales","AU","Australia","2036"
22003,38,"Jill Navarro",38,"South Melbourne","Victoria","AU","Australia","3205"
22004,2,"Meghan E Ortega",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
22005,35,"Pamela Mehta",35,"Melbourne","Victoria","AU","Australia","3000"
22006,38,"Jon Nara",38,"South Melbourne","Victoria","AU","Australia","3205"
22007,618,"Kaylee T Hernandez",618,"Issaquah","Washington","US","United States","98027"
22008,49,"Alisha J Ye",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22009,312,"Ross Alvarez",312,"Coronado","California","US","United States","92118"
22010,302,"Henry M Lopez",302,"Burlingame","California","US","United States","94010"
22011,634,"Richard L Patterson",634,"Redmond","Washington","US","United States","98052"
22012,310,"Regina Malhotra",310,"Colma","California","US","United States","94014"
22013,545,"Marcus L Jenkins",545,"Milwaukie","Oregon","US","United States","97222"
22014,50,"Jose Gonzales",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22015,64,"Mary Turner",64,"Shawnee","British Columbia","CA","Canada","V9B 2C3"
22016,612,"Terrence E Andersen",612,"Burien","Washington","US","United States","98168"
22017,8,"Sharon F She",8,"Matraville","New South Wales","AU","Australia","2036"
22018,40,"Todd Sun",40,"Warrnambool","Victoria","AU","Australia","3280"
22019,65,"Rachel Bryant",65,"Shawnee","British Columbia","CA","Canada","V9B 5T2"
22020,34,"Jaime Shan",34,"Geelong","Victoria","AU","Australia","3220"
22021,635,"Ethan C White",635,"Renton","Washington","US","United States","98055"
22022,355,"Christopher M Davis",355,"Redwood City","California","US","United States","94063"
22023,300,"Rafael R Chen",300,"Beverly Hills","California","US","United States","90210"
22024,310,"Samuel D Chen",310,"Colma","California","US","United States","94014"
22025,312,"Riley S Peterson",312,"Coronado","California","US","United States","92118"
22026,49,"Bridget Kennedy",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22027,49,"Franklin J Luo",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22028,31,"Jodi A Shen",31,"Hobart","Tasmania","AU","Australia","7001"
22029,15,"Laura Gao",15,"Silverwater","New South Wales","AU","Australia","2264"
22030,37,"Barbara Shen",37,"Seaford","Victoria","AU","Australia","3198"
22031,19,"Jorge Cai",19,"Wollongong","New South Wales","AU","Australia","2500"
22032,35,"Ivan Fernandez",35,"Melbourne","Victoria","AU","Australia","3000"
22033,16,"Marshall C Zhao",16,"Springwood","New South Wales","AU","Australia","2777"
22034,326,"Seth H Clark",326,"Grossmont","California","US","United States","91941"
22035,355,"Ryan C Wilson",355,"Redwood City","California","US","United States","94063"
22036,315,"Gabriella Hall",315,"Downey","California","US","United States","90241"
22037,637,"Angela S Gonzales",637,"Seattle","Washington","US","United States","98104"
22038,326,"Isabella L Jackson",326,"Grossmont","California","US","United States","91941"
22039,335,"Marissa Simmons",335,"Lemon Grove","California","US","United States","91945"
22040,385,"Devin Brown",385,"Woodland Hills","California","US","United States","91364"
22041,50,"Paige W Morris",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22042,300,"Abigail K Bryant",300,"Beverly Hills","California","US","United States","90210"
22043,331,"Trinity Cox",331,"La Jolla","California","US","United States","92806"
22044,358,"Connor Young",358,"San Carlos","California","US","United States","94070"
22045,612,"Cameron J Chen",612,"Burien","Washington","US","United States","98168"
22046,644,"Jasmine E Sanders",644,"Walla Walla","Washington","US","United States","99362"
22047,300,"David B Gonzales",300,"Beverly Hills","California","US","United States","90210"
22048,360,"Grace A Washington",360,"San Francisco","California","US","United States","94109"
22049,299,"Allen J Patel",299,"Berkeley","California","US","United States","94704"
22050,43,"Richard N Bailey",43,"Burnaby","British Columbia","CA","Canada","V3J 6Z3"
22051,609,"Lauren G Rogers",609,"Bellingham","Washington","US","United States","98225"
22052,298,"Zachary Butler",298,"Bellflower","California","US","United States","90706"
22053,299,"Jaime W Goel",299,"Berkeley","California","US","United States","94704"
22054,299,"Russell Raji",299,"Berkeley","California","US","United States","94704"
22055,300,"Hannah H Clark",300,"Beverly Hills","California","US","United States","90210"
22056,631,"Alex W Howard",631,"Olympia","Washington","US","United States","98501"
22057,648,"Kyle Ross",648,"Yakima","Washington","US","United States","98901"
22058,49,"Jake Zukowski",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22059,52,"Jonathan Johnson",52,"Langley","British Columbia","CA","Canada","V3A 4R2"
22060,542,"Evan Hill",542,"Lake Oswego","Oregon","US","United States","97034"
22061,306,"Jenny C Goel",306,"Cerritos","California","US","United States","90703"
22062,315,"Cameron Flores",315,"Downey","California","US","United States","90241"
22063,7,"Joanna Suarez",7,"Malabar","New South Wales","AU","Australia","2036"
22064,39,"Lawrence L Carlson",39,"Sunbury","Victoria","AU","Australia","3429"
22065,20,"Roy Martin",20,"Brisbane","Queensland","AU","Australia","4000"
22066,299,"Paula M Munoz",299,"Berkeley","California","US","United States","94704"
22067,609,"Julia E Jackson",609,"Bellingham","Washington","US","United States","98225"
22068,300,"Sean James",300,"Beverly Hills","California","US","United States","90210"
22069,300,"Bailey L Reed",300,"Beverly Hills","California","US","United States","90210"
22070,310,"Eduardo J Brown",310,"Colma","California","US","United States","94014"
22071,312,"Gabriel S Carter",312,"Coronado","California","US","United States","92118"
22072,385,"Devin A Russell",385,"Woodland Hills","California","US","United States","91364"
22073,609,"Timothy L Sanders",609,"Bellingham","Washington","US","United States","98225"
22074,552,"Richard Washington",552,"W. Linn","Oregon","US","United States","97068"
22075,298,"Pedro Patel",298,"Bellflower","California","US","United States","90706"
22076,310,"Nelson D Vazquez",310,"Colma","California","US","United States","94014"
22077,311,"Marvin R Rubio",311,"Concord","California","US","United States","94519"
22078,325,"William R Martin",325,"Glendale","California","US","United States","91203"
22079,54,"Katherine J Perez",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
22080,66,"Caitlin M Sanchez",66,"Sooke","British Columbia","CA","Canada","V0"
22081,552,"Olivia Clark",552,"W. Linn","Oregon","US","United States","97068"
22082,299,"Lucas Barnes",299,"Berkeley","California","US","United States","94704"
22083,299,"David J Flores",299,"Berkeley","California","US","United States","94704"
22084,307,"Francis T Gomez",307,"Chula Vista","California","US","United States","91910"
22085,310,"Toni Mehta",310,"Colma","California","US","United States","94014"
22086,311,"Chelsea Sanchez",311,"Concord","California","US","United States","94519"
22087,312,"Joan K Coleman",312,"Coronado","California","US","United States","92118"
22088,325,"Hannah C Diaz",325,"Glendale","California","US","United States","91203"
22089,347,"Mason Gray",347,"Novato","California","US","United States","94947"
22090,383,"Alexandra E Miller",383,"West Covina","California","US","United States","91791"
22091,626,"Kayla Griffin",626,"Lynnwood","Washington","US","United States","98036"
22092,642,"Andrea Young",642,"Tacoma","Washington","US","United States","98403"
22093,547,"Sydney A Baker",547,"Portland","Oregon","US","United States","97205"
22094,644,"Jared A Watson",644,"Walla Walla","Washington","US","United States","99362"
22095,69,"Brandon Perry",69,"Victoria","British Columbia","CA","Canada","V8V"
22096,609,"Bryce D Cooper",609,"Bellingham","Washington","US","United States","98225"
22097,69,"David A Anderson",69,"Victoria","British Columbia","CA","Canada","V8V"
22098,552,"Katherine Brooks",552,"W. Linn","Oregon","US","United States","97068"
22099,310,"Joel M Schmidt",310,"Colma","California","US","United States","94014"
22100,60,"Fernando Hall",60,"Port Hammond","British Columbia","CA","Canada","V6B 3P7"
22101,616,"Carol P White",616,"Everett","Washington","US","United States","98201"
22102,548,"Eduardo P Cox",548,"Salem","Oregon","US","United States","97301"
22103,302,"Alexandra C Hernandez",302,"Burlingame","California","US","United States","94010"
22104,314,"Richard R Adams",314,"Daly City","California","US","United States","94015"
22105,335,"Taylor Cooper",335,"Lemon Grove","California","US","United States","91945"
22106,352,"Olivia Long",352,"Palo Alto","California","US","United States","94303"
22107,59,"Michael A Jones",59,"Oak Bay","British Columbia","CA","Canada","V8P"
22108,347,"Eduardo Powell",347,"Novato","California","US","United States","94947"
22109,68,"Jonathan L Mitchell",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
22110,536,"Eduardo King",536,"Beaverton","Oregon","US","United States","97005"
22111,311,"Gabriella King",311,"Concord","California","US","United States","94519"
22112,60,"Paige Reed",60,"Port Hammond","British Columbia","CA","Canada","V6B 3P7"
22113,552,"Katherine A Garcia",552,"W. Linn","Oregon","US","United States","97068"
22114,49,"Lucas L Martin",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22115,634,"Dalton A Rogers",634,"Redmond","Washington","US","United States","98052"
22116,326,"Robert K Lopez",326,"Grossmont","California","US","United States","91941"
22117,68,"Sydney C Perez",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
22118,68,"Jennifer D Parker",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
22119,302,"Hailey L Flores",302,"Burlingame","California","US","United States","94010"
22120,69,"Jennifer J Perry",69,"Victoria","British Columbia","CA","Canada","V8V"
22121,50,"Jackson A Henderson",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22122,634,"Rachel Butler",634,"Redmond","Washington","US","United States","98052"
22123,300,"Isabella Bailey",300,"Beverly Hills","California","US","United States","90210"
22124,432,"Desiree J Alonso",432,"Chicago","Illinois","US","United States","60610"
22125,343,"Zachary K Garcia",343,"National City","California","US","United States","91950"
22126,302,"Rachel C Ward",302,"Burlingame","California","US","United States","94010"
22127,310,"Marcus Thompson",310,"Colma","California","US","United States","94014"
22128,51,"Melissa Perry",51,"Langford","British Columbia","CA","Canada","V9"
22129,300,"Chloe L Hall",300,"Beverly Hills","California","US","United States","90210"
22130,359,"Xavier R Bryant",359,"San Diego","California","US","United States","92102"
22131,326,"Jessica J Cook",326,"Grossmont","California","US","United States","91941"
22132,310,"Rachael D Mehta",310,"Colma","California","US","United States","94014"
22133,631,"Xavier C Adams",631,"Olympia","Washington","US","United States","98501"
22134,301,"Leonard L Raji",301,"Burbank","California","US","United States","91502"
22135,635,"Julia L Hernandez",635,"Renton","Washington","US","United States","98055"
22136,316,"Devin C Evans",316,"El Cajon","California","US","United States","92020"
22137,345,"Elizabeth L Griffin",345,"Newport Beach","California","US","United States","92625"
22138,307,"Alexandra H Brooks",307,"Chula Vista","California","US","United States","91910"
22139,311,"Jaime Pal",311,"Concord","California","US","United States","94519"
22140,635,"Makayla L Sanchez",635,"Renton","Washington","US","United States","98055"
22141,66,"Jesse E Carter",66,"Sooke","British Columbia","CA","Canada","V0"
22142,302,"Nelson Alonso",302,"Burlingame","California","US","United States","94010"
22143,49,"Summer M Prasad",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22144,50,"Zachary Wang",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22145,299,"Eduardo C Kelly",299,"Berkeley","California","US","United States","94704"
22146,374,"Benjamin J Chen",374,"Torrance","California","US","United States","90505"
22147,21,"Brett L Kapoor",21,"Caloundra","Queensland","AU","Australia","4551"
22148,33,"Candace S Prasad",33,"Cranbourne","Victoria","AU","Australia","3977"
22149,31,"Gregory Shen",31,"Hobart","Tasmania","AU","Australia","7001"
22150,27,"Damien M Liang",27,"Townsville","Queensland","AU","Australia","4810"
22151,28,"Neil Jimenez",28,"Cloverdale","South Australia","AU","Australia","6105"
22152,337,"Marcus King",337,"Long Beach","California","US","United States","90802"
22153,361,"Alyssa D Kelly",361,"San Gabriel","California","US","United States","91776"
22154,77,"Yolanda C Yuan",77,"Chalk Riber","Ontario","CA","Canada","K0J 1J0"
22155,39,"Steve M Cai",39,"Sunbury","Victoria","AU","Australia","3429"
22156,20,"Jamie L Zheng",20,"Brisbane","Queensland","AU","Australia","4000"
22157,536,"Maria L Richardson",536,"Beaverton","Oregon","US","United States","97005"
22158,536,"Amber Phillips",536,"Beaverton","Oregon","US","United States","97005"
22159,631,"David Davis",631,"Olympia","Washington","US","United States","98501"
22160,547,"Alex E Richardson",547,"Portland","Oregon","US","United States","97205"
22161,299,"Rachel K Clark",299,"Berkeley","California","US","United States","94704"
22162,301,"Brad S Yuan",301,"Burbank","California","US","United States","91502"
22163,334,"Morgan D Scott",334,"Lakewood","California","US","United States","90712"
22164,372,"Destiny Morris",372,"Spring Valley","California","US","United States","91977"
22165,325,"Aaron L Perez",325,"Glendale","California","US","United States","91203"
22166,648,"Katherine Gray",648,"Yakima","Washington","US","United States","98901"
22167,5,"Colleen Yang",5,"Lane Cove","New South Wales","AU","Australia","1597"
22168,19,"Erica J Wang",19,"Wollongong","New South Wales","AU","Australia","2500"
22169,35,"Jenny B Li",35,"Melbourne","Victoria","AU","Australia","3000"
22170,40,"Cynthia Martinez",40,"Warrnambool","Victoria","AU","Australia","3280"
22171,33,"Meredith Gonzalez",33,"Cranbourne","Victoria","AU","Australia","3977"
22172,14,"Cesar C Sara",14,"Rhodes","New South Wales","AU","Australia","2138"
22173,14,"Bianca D Cai",14,"Rhodes","New South Wales","AU","Australia","2138"
22174,30,"Micah Lu",30,"Perth","South Australia","AU","Australia","6006"
22175,40,"Joy Dominguez",40,"Warrnambool","Victoria","AU","Australia","3280"
22176,19,"Alejandro M Yang",19,"Wollongong","New South Wales","AU","Australia","2500"
22177,13,"Meghan L Suarez",13,"Port Macquarie","New South Wales","AU","Australia","2444"
22178,13,"Jessica Bell",13,"Port Macquarie","New South Wales","AU","Australia","2444"
22179,16,"Abby C Mehta",16,"Springwood","New South Wales","AU","Australia","2777"
22180,11,"Joe Srini",11,"North Ryde","New South Wales","AU","Australia","2113"
22181,11,"Gary Romero",11,"North Ryde","New South Wales","AU","Australia","2113"
22182,66,"Madeline H Parker",66,"Sooke","British Columbia","CA","Canada","V0"
22183,611,"Benjamin C Jones",611,"Bremerton","Washington","US","United States","98312"
22184,334,"Jeremy Carter",334,"Lakewood","California","US","United States","90712"
22185,352,"Connor Henderson",352,"Palo Alto","California","US","United States","94303"
22186,358,"Jonathan Foster",358,"San Carlos","California","US","United States","94070"
22187,539,"Hannah A Russell",539,"Corvallis","Oregon","US","United States","97330"
22188,609,"Sarah J Barnes",609,"Bellingham","Washington","US","United States","98225"
22189,612,"Linda Hernandez",612,"Burien","Washington","US","United States","98168"
22190,335,"Carlos Richardson",335,"Lemon Grove","California","US","United States","91945"
22191,637,"Jack Adams",637,"Seattle","Washington","US","United States","98104"
22192,627,"Henry Zimmerman",627,"Marysville","Washington","US","United States","98270"
22193,37,"Toni Garcia",37,"Seaford","Victoria","AU","Australia","3198"
22194,6,"Bruce Sai",6,"Lavender Bay","New South Wales","AU","Australia","2060"
22195,20,"Philip F Romero",20,"Brisbane","Queensland","AU","Australia","4000"
22196,27,"Francis Romero",27,"Townsville","Queensland","AU","Australia","4810"
22197,28,"Larry Dominguez",28,"Cloverdale","South Australia","AU","Australia","6105"
22198,2,"Frank G Hernandez",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
22199,34,"David J Lee",34,"Geelong","Victoria","AU","Australia","3220"
22200,8,"Martha Ye",8,"Matraville","New South Wales","AU","Australia","2036"
22201,27,"Lindsey R Luo",27,"Townsville","Queensland","AU","Australia","4810"
22202,17,"Roberto A Diaz",17,"St. Leonards","New South Wales","AU","Australia","2065"
22203,37,"Alisha Zheng",37,"Seaford","Victoria","AU","Australia","3198"
22204,31,"Dustin Xie",31,"Hobart","Tasmania","AU","Australia","7001"
22205,2,"Bobby D Saunders",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
22206,21,"Cynthia E Rodriguez",21,"Caloundra","Queensland","AU","Australia","4551"
22207,5,"Nancy L Sanchez",5,"Lane Cove","New South Wales","AU","Australia","1597"
22208,14,"Candice Liang",14,"Rhodes","New South Wales","AU","Australia","2138"
22209,13,"Cedric Shen",13,"Port Macquarie","New South Wales","AU","Australia","2444"
22210,12,"Martha G Yang",12,"North Sydney","New South Wales","AU","Australia","2055"
22211,631,"Richard D Gray",631,"Olympia","Washington","US","United States","98501"
22212,3,"Kara E Xu",3,"Darlinghurst","New South Wales","AU","Australia","2010"
22213,30,"Jay Patel",30,"Perth","South Australia","AU","Australia","6006"
22214,34,"Sabrina A Ruiz",34,"Geelong","Victoria","AU","Australia","3220"
22215,336,"Samuel R Lal",336,"Lincoln Acres","California","US","United States","91950"
22216,372,"Marcus C Howard",372,"Spring Valley","California","US","United States","91977"
22217,59,"Dylan M Powell",59,"Oak Bay","British Columbia","CA","Canada","V8P"
22218,611,"Christian M Bryant",611,"Bremerton","Washington","US","United States","98312"
22219,53,"Juha-Pekka Posti",53,"Metchosin","British Columbia","CA","Canada","V9"
22220,543,"Brandon Sharma",543,"Lebanon","Oregon","US","United States","97355"
22221,310,"Benjamin Kumar",310,"Colma","California","US","United States","94014"
22222,374,"Angel E Hill",374,"Torrance","California","US","United States","90505"
22223,339,"Gabrielle Parker",339,"Mill Valley","California","US","United States","94941"
22224,307,"Katherine Alexander",307,"Chula Vista","California","US","United States","91910"
22225,618,"Jessica Murphy",618,"Issaquah","Washington","US","United States","98027"
22226,326,"Morgan A Sanders",326,"Grossmont","California","US","United States","91941"
22227,301,"Barbara A Cai",301,"Burbank","California","US","United States","91502"
22228,616,"Katelyn Gonzalez",616,"Everett","Washington","US","United States","98201"
22229,301,"Wyatt Perry",301,"Burbank","California","US","United States","91502"
22230,54,"Jordyn L Bennett",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
22231,325,"Grace G Brooks",325,"Glendale","California","US","United States","91203"
22232,50,"Paige Brooks",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22233,50,"Xavier Martin",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22234,63,"Katherine Gonzalez",63,"Shawnee","British Columbia","CA","Canada","V8Z 4N5"
22235,312,"Sebastian G Peterson",312,"Coronado","California","US","United States","92118"
22236,345,"Jose D Gonzalez",345,"Newport Beach","California","US","United States","92625"
22237,325,"Angel C Morris",325,"Glendale","California","US","United States","91203"
22238,543,"Alex Murphy",543,"Lebanon","Oregon","US","United States","97355"
22239,360,"Jesse Cook",360,"San Francisco","California","US","United States","94109"
22240,627,"Miguel Powell",627,"Marysville","Washington","US","United States","98270"
22241,634,"Alexandria M Washington",634,"Redmond","Washington","US","United States","98052"
22242,648,"Cameron M Walker",648,"Yakima","Washington","US","United States","98901"
22243,627,"Emma Lewis",627,"Marysville","Washington","US","United States","98270"
22244,614,"Shelby B Howard",614,"Edmonds","Washington","US","United States","98020"
22245,542,"Evan Lopez",542,"Lake Oswego","Oregon","US","United States","97034"
22246,326,"Jacqueline G Cox",326,"Grossmont","California","US","United States","91941"
22247,62,"Ryan R Williams",62,"Royal Oak","British Columbia","CA","Canada","V8X"
22248,300,"Gary S Ramos",300,"Beverly Hills","California","US","United States","90210"
22249,335,"Kevin Chen",335,"Lemon Grove","California","US","United States","91945"
22250,368,"Michael K Wilson",368,"Santa Cruz","California","US","United States","95062"
22251,41,"Martha E She",41,"Calgary","Alberta","CA","Canada","T2P 2G8"
22252,59,"Makayla Brooks",59,"Oak Bay","British Columbia","CA","Canada","V8P"
22253,611,"Stephanie Reed",611,"Bremerton","Washington","US","United States","98312"
22254,627,"Fernando C Scott",627,"Marysville","Washington","US","United States","98270"
22255,637,"Nicole E Rogers",637,"Seattle","Washington","US","United States","98104"
22256,307,"Edwin Lu",307,"Chula Vista","California","US","United States","91910"
22257,311,"Carrie Romero",311,"Concord","California","US","United States","94519"
22258,325,"Jessica H Reed",325,"Glendale","California","US","United States","91203"
22259,543,"Dalton R Mitchell",543,"Lebanon","Oregon","US","United States","97355"
22260,548,"Courtney M Allen",548,"Salem","Oregon","US","United States","97301"
22261,299,"Isaac J Allen",299,"Berkeley","California","US","United States","94704"
22262,339,"Marcus Collins",339,"Mill Valley","California","US","United States","94941"
22263,623,"Patrick B Blue",623,"Kirkland","Washington","US","United States","98033"
22264,49,"Stephanie Coleman",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22265,63,"Jeremiah E Sanchez",63,"Shawnee","British Columbia","CA","Canada","V8Z 4N5"
22266,345,"Rachel Sanders",345,"Newport Beach","California","US","United States","92625"
22267,55,"Brianna J Rodriguez",55,"Newton","British Columbia","CA","Canada","V2L3W8"
22268,57,"Alexandra P Barnes",57,"Newton","British Columbia","CA","Canada","V2M1P1"
22269,311,"Caleb Yang",311,"Concord","California","US","United States","94519"
22270,325,"Antonio Gonzales",325,"Glendale","California","US","United States","91203"
22271,336,"Connor L Mitchell",336,"Lincoln Acres","California","US","United States","91950"
22272,352,"Isabella Kelly",352,"Palo Alto","California","US","United States","94303"
22273,307,"Patricia M Rodriguez",307,"Chula Vista","California","US","United States","91910"
22274,642,"Adam Chen",642,"Tacoma","Washington","US","United States","98403"
22275,336,"Ian R Bailey",336,"Lincoln Acres","California","US","United States","91950"
22276,361,"Gabriella M Gray",361,"San Gabriel","California","US","United States","91776"
22277,632,"Arianna A Torres",632,"Port Orchard","Washington","US","United States","98366"
22278,54,"Mariah Gray",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
22279,302,"Riley Kelly",302,"Burlingame","California","US","United States","94010"
22280,314,"Luis A Scott",314,"Daly City","California","US","United States","94015"
22281,385,"Alexia Diaz",385,"Woodland Hills","California","US","United States","91364"
22282,542,"Jonathan Hughes",542,"Lake Oswego","Oregon","US","United States","97034"
22283,546,"Eduardo F Davis",546,"Oregon City","Oregon","US","United States","97045"
22284,300,"Kristy Sanz",300,"Beverly Hills","California","US","United States","90210"
22285,49,"Meredith D Moreno",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
22286,361,"Gabriel L Hughes",361,"San Gabriel","California","US","United States","91776"
22287,336,"Megan A Griffin",336,"Lincoln Acres","California","US","United States","91950"
22288,536,"Isabel M Patterson",536,"Beaverton","Oregon","US","United States","97005"
22289,298,"Thomas E Long",298,"Bellflower","California","US","United States","90706"
22290,637,"Jocelyn R Jenkins",637,"Seattle","Washington","US","United States","98104"
22291,299,"Carlos J Morris",299,"Berkeley","California","US","United States","94704"
22292,301,"Stacy M Gomez",301,"Burbank","California","US","United States","91502"
22293,322,"Jasmine S Johnson",322,"Fremont","California","US","United States","94536"
22294,325,"Rachel Brown",325,"Glendale","California","US","United States","91203"
22295,329,"Jade P Morgan",329,"Imperial Beach","California","US","United States","91932"
22296,335,"Benjamin M Johnson",335,"Lemon Grove","California","US","United States","91945"
22297,355,"Jasmine A Garcia",355,"Redwood City","California","US","United States","94063"
22298,372,"Marcus B Williams",372,"Spring Valley","California","US","United States","91977"
22299,59,"Richard M Murphy",59,"Oak Bay","British Columbia","CA","Canada","V8P"
22300,634,"Kaitlyn Price",634,"Redmond","Washington","US","United States","98052"
22301,334,"Abigail Rodriguez",334,"Lakewood","California","US","United States","90712"
22302,243,"Clayton J Guo",243,"Leeds","England","GB","United Kingdom","LE18"
22303,213,"Philip L Alonso",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
22304,256,"Jaime Vazquez",256,"London","England","GB","United Kingdom","W1X3SE"
22305,248,"Anne H Carlson",248,"London","England","GB","United Kingdom","SW19 3RU"
22306,196,"Ivan T Kapoor",196,"Paris","Seine (Paris)","FR","France","75007"
22307,120,"Sarah L Ross",120,"Hof","Bayern","DE","Germany","95010"
22308,237,"Cassandra Lopez",237,"Esher-Molesey","England","GB","United Kingdom","EM15"
22309,246,"Leah L Zhou",246,"London","England","GB","United Kingdom","EC1R 0DU"
22310,171,"Christina Sanders",171,"Neunkirchen","Saarland","DE","Germany","66578"
22311,277,"Bruce Sara",277,"York","England","GB","United Kingdom","Y024 1GF"
22312,183,"Kristi D Mehta",183,"Orleans","Loiret","FR","France","45000"
22313,271,"Jarrod H Martinez",271,"Warrington","England","GB","United Kingdom","WA1"
22314,225,"Brandy Patel",225,"Orly","Val de Marne","FR","France","94310"
22315,278,"Darren K Raman",278,"York","England","GB","United Kingdom","Y03 4TN"
22316,202,"Deanna S Sara",202,"Paris","Seine (Paris)","FR","France","75016"
22317,161,"Karla Nath",161,"Solingen","Nordrhein-Westfalen","DE","Germany","42651"
22318,143,"Ramon D Xu",143,"Bonn","Hamburg","DE","Germany","53131"
22319,199,"Jorge M Zhou",199,"Paris","Seine (Paris)","FR","France","75010"
22320,230,"Danny L Gill",230,"Berkshire","England","GB","United Kingdom","RG11 5TP"
22321,276,"Alan M Zeng",276,"Woolston","England","GB","United Kingdom","WA1 4SY"
22322,220,"Roger Zhao",220,"Bobigny","Seine Saint Denis","FR","France","93000"
